security,ARIMA_MSE_cumulative_return_test,ARIMA_MSE_cumulative_return_xval,ARIMA_MSE_price_test,ARIMA_MSE_price_xval,ARIMA_R2_cumulative_return_test,ARIMA_R2_cumulative_return_xval,ARIMA_R2_price_test,ARIMA_R2_price_xval,ARIMA_best_order_0,ARIMA_best_order_1,ARIMA_best_order_2,ARIMA_pred_cumulative_return_test,ARIMA_pred_cumulative_return_xval,cumulative_return_test,cumulative_return_xval
DIS,0.0001348795700015106,5.1386801473142443e-05,14.752363727112508,1.3416511690947175,-0.8126563149411192,-1.520965224226765,-14.912808908416938,-3.961359916262273,0,1,4,0.003668675704658231,-0.0017990438560847588,-0.01827630303862282,-0.007032444868900978
DISH,0.0005792135887419662,0.0007158761095894757,5.622101675086605,14.721721414170245,-4.902894850912652,-2.729204295020517,-14.71588234072549,-18.607450798154716,0,1,0,-0.014493556394098883,-0.0119054119116353,0.020702218935040984,0.010073504795754529
DKS,0.0003334992299475238,0.000252422577086953,6.600425006243213,2.206947051388688,-3.5164464359509244,-4.778545523001413,-33.58301441678613,-19.024233464848542,5,1,0,0.024730194945351336,0.021902925822305352,-0.012785228166797835,0.017917599044395827
DLB,6.51601394345797e-05,0.0003380407346040401,0.05414808587724434,1.0337152869072896,-3.0294847741544215,-1.090548695256397,-0.27585673751463924,-1.2805370562616556,0,0,0,1.3515855101786656e-12,-3.738687137655461e-11,0.008979094280694877,-0.023544935440367842
DLPH,0.006119325657122966,0.002623802578546077,74.39897874028644,22.4584313810419,-184.2767311630519,-40.295022926774294,-298.51797669564866,-55.4109219907558,0,2,1,0.14655614427877017,0.0877793939299214,0.0017033799917764991,-0.012213555436703882
DLR,0.0003323998851754666,0.00019805969440071935,1.4507736225780459,2.157452587555064,-2.8783216017296436,-0.6461882618250867,-0.3613034892909859,-0.4272200857751489,2,1,2,0.0,0.0,0.01937042382978338,0.006066562800127073
DLTR,5.323105745429224e-05,0.0002012259088707913,0.671784397145386,2.775811071859128,-0.47398522922594943,-0.553812454313303,-1.771903357170117,-2.292040365864322,0,1,0,0.013325099696140486,0.011254213260481372,-0.005249023565649935,0.012516978249671906
DNKN,0.005963046561694041,0.00027953390605001523,69.5878759754019,3.7983521701695313,-42.91288862319061,-0.7546789193960852,-160.33009972137683,-6.910677385397124,0,2,1,0.10850292817926688,0.06320998126611954,-0.017743079883905555,0.03333329568913301
DOV,0.0004952804128340067,0.0004196470281739202,2.9315927421377745,1.7456324999321415,-1.5816763922101158,-0.7535904669946021,-1.5488000660879169,-0.10442532196805376,0,0,1,-3.1576532539823177e-06,-0.007610846294988427,0.031770618623272684,-0.042327982367219685
DOW,0.0001645517907365305,0.000473143635758563,0.31653255419314136,1.318674929332223,-1.3355862623633836,-1.4857133647442833,-0.17977884034779024,-0.6493460242191957,0,1,0,-0.009224828546548491,-0.007617090770154378,0.002430756804906231,-0.0353340236177756
DOX,0.0005202275645176701,1.3894746912319132e-05,3.0637167556421594,0.07978758550254926,-2.023024813699157,-1.543326310908781,-3.723911049838267,-2.8941831552109845,0,1,0,-0.003389712729381822,-0.002815217798805336,0.03583647232181919,-0.0019595525160173155
DPS,1.6465021146219496e-05,0.0043204751694083865,63.5360296426016,40.681432308375975,-0.6819357674764244,-4.774352348455735,-785.6988915383348,-4.614220989252489,0,1,0,0.0036485320014787437,0.0030515770998338354,0.0007706704663508201,-0.08312164076327044
DPZ,0.0015178586517857226,0.0003274894257169899,224.07683337777075,11.95320637266162,-5.152392025586812,-2.1540401001444374,-24.953820914784895,-2.529937125378238,0,1,0,-0.008105173594034287,-0.006700006629947963,0.04442186181133789,0.02115293252456807
DRE,2.6877758180955725e-05,3.1659073778454317e-05,0.27000728169809224,0.03370847570299531,0.48737949357525856,0.29883960565235834,-5.784771638973043,0.009949718311286881,0,1,0,0.01957179328035874,0.01663541262890944,0.016696951604245225,0.011653387168732321
DRI,5.202217395638923e-05,9.116333778629857e-05,0.14445016552716802,0.487445991699176,-2.386078967629544,-1.557439234408453,-0.23028306125340592,-0.8684072812944101,0,1,2,0.013453138216840577,0.017649181285717352,0.009151258502659854,0.014845084225186822
DTE,6.2814594267284465e-06,2.9496260764035002e-05,3.4447857519267986,0.7256361841968465,0.347461492737135,-1.6479359240081481,-32.187800970987794,-4.990421781395751,0,1,1,0.009322142684643708,0.007802544633945807,0.008859842406003127,-0.00019176256417108295
DUK,8.094953265444778e-05,9.192010672329187e-06,0.14787364548138676,0.04604540568818083,-2.915320164039629,0.05569612898222287,-0.06265527108002145,0.3081984209769927,3,0,0,-0.0013609937409693185,-0.004723159211035721,0.011701596639424716,-0.0036280444158171
DVA,0.0001331993435423845,0.0001146355339298129,4.08443228481818,1.4858341309474001,-0.6253985046781723,-0.84705036529873,-10.287546187603827,-4.102096483526911,0,0,0,-1.778055480627927e-11,5.119016321941672e-12,0.0064710311424094336,0.023211620437956215
DVMT,0.00011854268950225319,8.31743347048019e-05,1.6672433908134534,3.5857565074595463,-0.6006298427060199,-1.390201921105723,-4.1415361648662055,-22.406917392832614,0,1,1,0.0061951598562355326,0.006031650804039224,-0.0010578812470266596,0.00874155263727383
DVN,0.00017233032776194307,0.000795577450604293,4.082510473154435,0.48719541826664536,-0.2648813982711542,-1.9956208215085502,-19.567008373964985,-0.11344679135897096,0,1,0,0.001670944925542761,0.0013947848655688766,-0.005763610467047986,-0.04286775067750692
DXC,0.00559059195640034,0.000581741899324106,130.22340251640634,9.032252599301204,-48.278456042836865,-12.661781209133634,-191.25008691287627,-35.5983436513417,3,2,1,-0.0986933653866825,-0.034965482676096005,0.02782452547526293,0.011165191560430499
DXCM,0.0005155900824817451,0.005017526317575374,12.484692589909699,33.13958045471198,0.4821178763641626,-4.520603996022374,-1.2956081971746016,-5.492568518920727,0,1,0,-0.04261086434254868,-0.034057820434925445,-0.06724396875962813,0.08953829491491061
E,0.0006377709720787158,0.0002989403491884829,0.4952963864825932,0.11081763443107849,-1.4418701234492572,-2.254451991656708,-0.9695154546142668,-0.18927785955728815,2,0,2,0.008737949835434744,-0.013208269274635365,0.04447305689741987,-0.02260599686028264
EA,0.006857331288143797,0.00019272509975363963,52.75778594822523,0.4717516662143171,-0.7154131390600125,-2.80384548530775,-0.4901452618640618,-0.07677646383223413,2,1,4,-0.00026972789809853737,0.0,0.1537562516867894,0.013549865868370148
EBAY,0.0005184472095944093,0.0004558589864878031,5.84747990207634,2.168901043276431,-5.409365608683172,-7.207369438230149,-64.34837681350538,-35.27443966483415,0,1,0,-0.015674092821947205,-0.012860172281462856,0.02585691676830537,0.021334866768214944
EC,0.00013363585770299384,0.0012868466963702853,0.11470282400850158,0.10462434888987272,0.260987857222137,-4.330452742168715,-6.477964843555861,-3.8839167012907394,0,1,1,0.01149591570781583,0.009761440044017133,0.009771986970684043,-0.04140127388535042
ECA,0.034559825619748324,0.002488424387459325,12.388924050285878,1.0856364275182493,-43.26372940728286,-16.589895476851137,-133.7877966304029,-62.65295014764963,3,2,0,-0.277769985396897,-0.13233565828570604,0.04608294930875578,-0.03551912568306015
ECL,1.1144094376699756e-05,0.00014946392460046164,6.269596049051991,2.7099873369976657,0.10095676270537879,-0.21327105120746093,-31.07772565605113,-0.3374389522891492,0,1,0,0.006316035405164122,0.005296817716103908,0.009237899179740383,-0.023313824561403518
ED,3.0995233215221864e-05,2.3003179035411005e-05,0.6411379055843426,0.17343321202334694,-0.4309145405792787,-1.857664994333831,-3.7715426010296955,-2.4175485738150613,0,1,0,0.0036369078869233906,0.0030418194982537727,0.008887721968315887,-0.0017632241369465174
EDU,0.0010772508068632243,0.0018141899034911653,2.796185003242406,3.518041975732922,-0.2522281433777034,-9.379679679540603,0.20719652663871535,-3.4959359016251534,0,1,0,0.02443803296095859,0.020875175788772404,0.0832422627400009,-0.03826043710892624
EEP,0.0006986152651485517,0.00027123606539234394,0.2814574190049786,0.07280906113861736,-0.9020779822562173,0.012306071343945901,-1.2585187296909441,0.22273257716364436,2,0,1,-0.03292117186400756,0.015921844484950043,-0.06243213897937039,-0.001593962488738776
EFX,7.881390830744299e-05,0.0006532873600496223,19.522534437809117,12.311856501711874,-0.3577796118992982,-3.537971933857243,-17.162432047620637,-3.3966256282336857,0,1,0,0.007004464103470109,0.005878227253924839,-0.0031599646801887538,-0.021438337840120836
EGN,0.0004462655953024309,0.0003389621280106922,1.6830366394159593,0.6401292579382046,-0.28964283864156526,-1.1783254275259938,-0.7966437874251844,-0.4513198489057104,0,1,0,-0.005682803659429858,-0.004708909692854979,0.01979631020173578,-0.03080398081127056
EIX,5.4922749418905845e-05,0.00023008761616054047,4.298792423509055,1.505500509822651,-0.7515021590568522,-3.1278451778414453,-21.066427158974303,-3.1349795882977896,0,1,1,0.003917067980193423,0.003369189952495688,-0.0031717838112154118,-0.021158116802771576
EL,0.0003021580228743209,1.6640315397030853e-05,56.482957644711846,4.490621050911041,-2.7445799777754285,-1.6171106738365508,-82.9739973216242,-91.50024693654255,1,0,0,-3.516801709391171e-05,-0.004165436639049003,0.017524632501928705,0.0011444953471444475
ELS,4.996159137422196e-05,0.0005605867944674945,6.046737995536801,2.3806136711730836,0.017871546480565326,-27.436585989372865,-17.27445426363208,-17.016644231229336,0,1,2,0.01877832159806392,0.021782892824679267,0.020582714926652868,-0.00879444208643787
EMN,5.492152199737718e-05,0.00011703528282422413,1.6641453398389676,1.0155361186454204,-0.016849942605934753,-0.20524290870704087,-3.9897810181035354,-0.5694720610721897,0,0,2,-9.766517450326972e-06,-0.005879009119914791,-0.009289946314839814,-0.02082564084866989
EMR,0.00011288207319572301,0.00030499252972544295,1.6855195606017068,0.8671046137035251,-1.6110859237664439,-1.281943332004933,-10.281677907125175,-0.7596004099913733,0,1,0,0.002332435124841048,0.0019482401325994214,-0.010658437259133957,-0.033649151658721066
ENB,0.00015796431178794496,0.00028667661595691143,0.9147695352495396,0.30189105282980533,-0.4841615543384157,-2.412469842567381,-4.114903115738572,-1.0457515260818906,0,0,2,2.8439344812447587e-06,-0.003986316687486835,-0.023466064700851552,-0.020297380250011376
ENBL,0.0004707520746520198,0.00032014085828251836,0.09445118186219335,0.1560618754416981,-0.7877994375072712,-4.177732910710386,-0.3352915357626085,-8.271019023835146,2,0,1,-0.008103457496162036,0.004857878441129726,0.01952410125223314,-0.018181757575757573
ENIA,0.00036768483391754175,0.0013918724838060173,0.41391785816739685,0.25334629503665823,-0.6640486918970905,-4.19113244290635,-17.620983336579574,-7.786576706473726,2,0,0,-8.355028273387965e-05,0.0007646053217122972,-0.029910269192422678,-0.018322082931533257
ENIC,0.00013702642232806317,0.0002680179261900887,0.009859665375336507,0.00494086288118011,-0.6353257165186976,-0.6095540320811947,-2.947088263002357,-0.0100571477710647,1,0,0,0.0003340480950340119,0.005935554321302217,0.0073260073260073,0.02029520295202958
ENLK,0.0002827992869542072,0.0017046747512724002,1.5287920829804875,0.22332871827835662,-0.6316975894663885,-3.420817488964375,-28.40451438892639,-0.6935886748304023,0,1,0,0.015492813612187906,0.013113848726109545,0.00346414549653562,-0.05638114239737679
EOCC,0.00037244298155461174,0.0008665231931155149,0.9711468469924316,0.6564701458401793,-0.8404043526131992,-2.1350677220882646,-7.572527380670039,-3.2249215040827623,0,1,0,0.018790718327559297,0.015958809462173873,0.01098901098901095,0.008857064903292633
EOG,0.0018731904965887866,0.00023241309980888124,24.952227023321402,2.023304711059646,-3.4708025421237583,-0.3792313499273581,-6.07303859419265,-0.32289540096108404,3,2,0,-0.050271424268480636,-0.02126472576038685,0.02746291352521979,-0.03568798264998374
EPD,0.00020520897676997918,0.00018041697736031117,1.0943553577854535,0.10531065991412068,-2.2773554310591764,-6.500558150246791,-22.868768076721285,-4.774552324040805,0,1,0,0.009937291283762306,0.008364193595243208,-0.0062823357827913595,-0.011440057692389538
EPR,0.00016069578155299447,0.0005451507346317127,31.97361401336607,3.5291765617645825,-1.893757458504203,-6.066928513407299,-114.64643774681556,-7.233960214735159,0,1,0,0.01002682379081521,0.008440315951518063,-0.006944416296610467,-0.02548961802318328
EQGP,0.0001770881933928638,0.000432210977243248,1.889064994427745,0.7133461439293477,0.13064013039845945,-3.0560904984024972,-11.92145508198406,-8.215800524873412,0,1,2,0.015620470728171298,0.025126259360009007,-0.0011198581142269903,0.015475303976601351
EQIX,0.001295980990283391,0.0011122066539345978,1689.0781842486758,251.5791417465612,-82.57096144628609,-3.608555196205451,-607.2137945700969,-5.307046463649125,0,2,1,-0.051358468829857284,-0.016374328465066146,0.013209499722261153,0.040118060463452565
EQM,0.00045117843680134265,0.0003213773517868796,11.011146731493165,0.703439713809086,-4.345458682914752,-4.31176211688765,-21.825779825375207,-0.8969671177462237,1,1,0,0.0071749186581175906,0.006689399551297326,-0.017857116874526846,-0.024116121597839157
EQR,9.765851084550482e-05,0.0001263663929482929,1.3163138553230536,0.21561150429298584,-0.7734121079267189,-7.562072353985416,-4.850399440165797,-2.4652009787184195,0,1,2,0.012504936845925574,0.01280622403032683,0.013923655003869051,-0.003080194055136487
EQT,0.0008502926307823811,0.0046236421141274625,51.50670072382037,15.650716427902907,-4.316167424756866,-2.226478418841816,-94.20498138451373,-1.7165321197562693,1,1,0,0.013960379210065987,0.010975031117674838,-0.024399083416609346,-0.0690415698077641
ERIC,0.00013445596166914204,0.0010715492462101263,0.025471639077247362,0.012868784350529768,-0.36602053794318046,-2.472041768393975,-5.106214847285342,-0.06745676640338938,1,0,0,0.00024120689082596236,0.003952009113689092,-0.01075268817204289,0.057600000000000096
ERIE,0.0012756886310310944,0.00015343295561826367,52.58943038439697,2.348961475416904,-4.195061660683336,-0.1998112312829159,-13.67124013444634,-0.2113562226801038,0,1,1,0.0073275917467259255,0.0061927678103186334,-0.04510840092699886,-0.017784651760473058
ES,1.9244031847260127e-05,0.00013979271164309953,1.3052048226596373,0.5589922484140853,-0.6932398436151699,-4.149689976233954,-31.86844428817195,-4.720050193953225,0,1,2,0.005717436784550278,0.004501420289604319,0.006259499132811541,-0.012999983333333298
ESLT,0.0001804677159256067,3.334583287405422e-05,0.7242338098306964,1.9609974673420976,-0.6003232497868796,-0.23798226260406152,0.5287540559179744,-4.12472106172424,4,1,1,0.00877305341531609,-0.0016263293400053946,0.027582671365130595,-0.014095141973401448
ESRX,0.000324400046555685,0.00028919109351859446,39.34210513096447,38.27088010370635,-3.5936340932260977,-2.5501638126978077,-142.719229544542,-129.46220200608622,0,1,1,0.007213569348598403,0.006227666839535129,-0.025698651644672332,0.028162023934745095
ESS,0.00014765667532530379,0.0005752168594786856,234.71355340308608,95.03146646810012,-5.434408073967508,-1.3706543840195713,-165.91790872672976,-5.891148158787997,2,1,1,-0.00046911879699351733,0.005367291930915119,0.015310693654257301,0.04257554217891468
ETE,0.0013284727159104785,0.00025187424045149413,0.47084155535834427,0.36957230536166213,-0.15304223554805407,-0.5075366989221499,-0.27151703378673053,-5.639682535113218,0,1,0,-0.010756001105285629,-0.008867950423524174,0.0363897758196321,-0.011859806111244375
ETFC,0.00021975085769197222,5.7826922783458504e-05,1.2943144392365873,0.06439340573623605,-1.086698491021072,0.44417463742908914,-8.467611296859214,0.5088739538571494,0,0,3,-0.001201918415321912,-0.02781718774563713,-0.03191779161581432,-0.01943659154929578
ETN,4.845862534515893e-05,6.531645051220413e-05,8.40146236567608,4.035927180175839,-0.6938019049180988,-0.8037829689218932,-49.402939548071075,-18.334820299955485,0,0,1,-1.0905148769557726e-06,-0.0072667386546988455,0.009170666601056698,0.007710453430448627
ETR,3.757605839547073e-05,4.1694312536684024e-05,0.263463750424628,0.10684842818771693,-0.1940585402849595,-1.2299888986456637,-0.46570197083486753,0.006559497530201686,1,0,0,-0.00010348460929876513,-0.0010024755569696397,-0.002618477233078731,-0.005866199453207321
EV,0.0010034814530742288,3.1141217569044634e-05,3.662778208221959,0.31360367138658324,-2.2291195900324148,0.2645666072141527,-5.330292252109406,-2.937404294568932,0,1,1,-0.011133643995483666,-0.009184427344279267,0.03916565287760587,-0.005303273908080608
EVHC,0.0003013753830938723,0.002734472389376904,37.05868363351346,6.897124893953663,-0.7029279450096506,-5.845770884851686,-60.77803186565887,-4.7101752436625315,0,1,1,-0.05438369769311413,-0.042433347770620355,-0.0135692371424041,0.06055642623908253
EW,0.0006255775794196072,0.007731215375898635,46.1536651938557,65.38509826821469,-91.5644912190005,-3.6437660544407375,-564.8355649848518,-3.01359127124681,2,2,2,0.04668211281825041,0.016342298130919142,0.0035499635577100896,0.11312174713145473
EWBC,0.00042004332476765156,0.0017004827572865997,19.7243776151586,5.728663586631856,-22.28456154908569,-7.38860388641994,-356.8007383640902,-7.918547441976793,0,1,2,0.036809652808888815,0.03587492503710421,-0.005065105012031501,-0.026130627788493954
EXC,5.5444983337744036e-05,0.00025229990344222114,3.164012748074229,1.0010511406084965,-0.028005996381262888,-3.621024948487058,-50.80897670046421,-14.192820888164011,1,0,0,0.0005902501711165797,0.0042640175049748485,-0.004453599112721585,-0.017673964536524145
EXEL,0.0008711918024098717,0.000647175036247883,0.9241832149627242,2.5023077273718997,-3.838718723881068,-0.3899845761964851,-9.121337368770604,-10.023786750050581,0,0,2,-0.00010285654689634605,0.005555026639547211,-0.03552402309058622,0.048913043478260976
EXPD,0.0006892718799346573,0.0027753043878231743,50.24909328677641,7.567184316172039,-6.858706547478319,-7.349893081974571,-194.891387615595,-5.934184226542491,5,2,0,0.026463750541578124,0.036517059338327496,-0.015162795297233966,-0.05689350884630895
EXPE,0.0027529190919390544,0.0008443008602623364,175.41754438482914,15.294836465937754,-140.9094148540236,-5.258229886127903,-466.14229204058097,-5.181151755480675,0,2,1,0.09616576383370878,0.0602291373365611,0.005246862457886081,0.02628673251131297
EXR,0.0002411971356598044,0.004791890231821518,109.67871706398402,31.14979765321586,-14.942523663893889,-7.318457969237899,-1365.742320301785,-7.757237423206522,0,1,3,0.026810103733374335,0.03967381803975001,-0.004393793645646293,-0.06413846871625184
F,2.715069700583895e-05,0.00035466379836086235,0.03512817173347998,0.07130060943462643,0.08614465792584636,0.021921519034000858,-8.648432819173214,-0.4919913622683969,2,0,2,0.0003963476871506888,-0.008675073070673167,-0.005420054200542035,-0.04878048780487809
FANG,0.00045202746591438127,0.001395714417725804,9.044101877537164,5.688992965355392,-0.02191723704333781,-2.462634194834623,-1.0332355967577618,-0.30565774480819985,0,1,0,0.0017325984917322401,0.001446338001309,0.010969266164432279,-0.053765547237034195
FAST,0.0007487458827746974,6.935036582918662e-05,8.666646728806386,0.7189755645406105,-23.06837547173306,0.38251883881334114,-135.05868140245258,-2.0625037127036667,0,1,0,-0.03925918178388621,-0.03148010178149041,-0.0059668508287293864,-0.013998228040283833
FB,0.0019492464145973432,2.960601994552276e-05,71.9568880432918,0.6460255567794766,-140.43770379738774,0.906866500496789,-225.58297026845608,0.9052979007808507,2,2,0,0.061471789405603605,0.04196613275600414,-0.011594268545567998,0.042938042086898776
FBHS,5.394458245986548e-05,0.000544382021794358,3.9264184142492695,1.067350086594916,-5.604867583660983,-2.7273737484116993,-119.39713711019577,-0.7334656967409463,0,1,0,0.015425750526412374,0.013056193654492176,-0.0018990188621461623,-0.0186354381641769
FBR,0.00024022721699371805,0.0002441798384106832,0.01656596319394738,0.019047653673017733,-0.5596451242261082,-1.6520473903103796,-0.32575485809046656,-1.6005595782781494,0,0,3,0.00015572677914854616,-0.006419372637825105,-0.009655415597216721,0.02516407968389789
FCX,0.0021037062414441627,0.0019248745904559843,2.531769433127113,0.27752963616691934,-18.969524863329532,-2.367636561184142,-165.34044277719073,-1.829368742073259,4,0,1,0.020300726949084025,0.04049621681402349,-0.028286189683860208,-0.02900763358778613
FDC,0.00016045019999755253,0.00019637538963714323,0.6808782907738077,0.0680176585860109,0.6453529286627084,-3.1585992964360834,-5.0209062152587505,-4.8065821889883775,5,2,1,0.05802364852538866,0.03180664649657605,0.03668557874762812,0.005714285714285783
FDS,5.526477311785219e-05,8.715251275645414e-06,1.2534338898831083,0.29201300189852714,0.021091351018215132,-1.9912647452236025,0.16691593562781937,-2.7667147206304783,0,1,0,-0.0029525783614861023,-0.002453238537638236,-0.013415019908116332,0.0007357160598246981
FDX,0.0025545975877365643,0.001494621608320611,852.1900091568945,121.39806022204225,-135.47973495503138,-44.50613935201072,-1261.236449037724,-102.50581570928644,2,2,1,0.09150997796287363,0.06845777168864808,0.004844134423379609,0.0003175001306159331
FE,2.0460672642635812e-05,0.0005113185545368788,0.8123773795134941,0.4770649200332695,-1.0015730416253859,-0.3382850844378136,-93.82267262834098,-0.3663016983669558,0,1,1,-0.010485514810485097,-0.008639276253964878,-0.004835992924490884,-0.05161710365385097
FFIV,0.0007796058676703051,0.007321286244891046,494.3874327630824,138.39197146832564,-2.944859995539143,-5.1622410715299525,-154.12610397377225,-5.099706619925469,0,2,2,0.08231102893555442,0.04278320215277431,0.02323020746878024,-0.07735727509432988
FIS,0.0017973625329225002,0.0008587792706553337,91.05778003037628,6.567024029059868,-213.57641044939396,-45.03201223677319,-1577.7612463419832,-49.05382675055998,0,2,1,0.07975310081243925,0.04984714462742357,0.007471619397266149,-0.0071547697692013745
FISV,0.0015000077813861052,0.0011540728236654344,199.6677578110494,24.57780596688644,-67.80308056025484,-70.91523331449548,-651.6477773598051,-106.03434921772754,2,2,0,0.07992128358033312,0.051689374586925574,0.011818352286158573,-0.00819264316520707
FITB,0.00015347900772305832,0.0001740858076537102,0.1543053627175193,0.5372105280129474,-2.576340880963448,-1.1206723559573084,-4.884018729527244,-9.462304124275008,4,0,0,-0.007160785015561277,-0.012285085854143896,-0.011326780393478009,-0.021991243502599067
FL,0.00018828606027967062,5.007527424245857e-05,3.7729646866647824,0.3064418984567075,-4.2083580979315025,-2.688145765934596,-16.680873599687065,-2.846585307652189,0,1,0,0.015388559655621581,0.013024223757274855,-0.013276115754884632,0.0016971932558014213
FLEX,0.0006503036389232473,0.0021812487044847663,1.3379458887381612,0.4924848509007873,-0.2190743634202832,-4.399064821820435,-9.672551368784545,-3.61068177578559,2,0,2,-0.0036039115675061684,0.01926847119842079,0.0606653620352251,-0.04674046740467419
FLIR,2.8978621262647717e-05,0.00038257954241838047,0.4611887156702424,0.2976026779568971,0.1372128829135585,-5.067726582695392,-8.992161234472125,-2.354648428996717,0,1,0,0.008332127483517526,0.007001779572595401,0.008902131103318167,-0.007731192094438177
FLR,0.003119043457655126,8.309026123445688e-05,7.339651853226883,0.3676142120321371,-3.2605163844440073,-0.0958682070537813,-2.7756871868497615,-0.7854937448837909,0,1,0,-0.002727083044817058,-0.00226638850983496,-0.07374343244213921,-0.006140855763944408
FLS,0.0006117771510575435,0.00024897620318095414,1.4867700082100395,0.9992298235077598,-4.914388694668111,-1.334656798085839,-4.699109061950689,-2.659566096898042,0,1,0,0.014410771970811531,0.012184565740418485,-0.020908064099799728,-0.012450534088953802
FLT,0.0046071140021201095,0.008227704025425003,2561.433669359768,271.8300049737249,-14.741883068054669,-7.524866425770803,-506.97936440038825,-11.710138421338547,0,2,1,0.16579384006516595,0.0974649807704222,0.03961612218559063,-0.072954460076888
FMC,0.016347707989480282,0.0016592449194323393,176.32196713906873,13.306551611348857,-64.93184554474648,-281.9350290772025,-138.88324136121793,-416.28762193631127,0,2,1,-0.18196091698244488,-0.07464655079584281,0.03141652041725718,0.0004068212749341882
FMS,0.0001660463310873725,6.215614617341013e-05,2.319325236625707,0.28391746578835625,-1.3853800881596072,0.31727935110163186,-15.361565945196386,-0.6094288789045075,0,1,0,0.012693830364129521,0.010714196107624696,0.024673012651320825,0.02583692031154028
FMX,6.659694033691898e-05,0.0001646783285395578,1.2700992137235214,4.8547840945308085,-0.028443682005726778,-0.13468221008395287,-1.4236226413439406,-3.1774347700767036,1,0,0,-2.8731859895936296e-05,-0.0041612604933778385,0.013672776941671794,0.0058697600623516255
FNF,0.00015818914337926166,9.193275916969735e-05,0.29737385507227565,0.4209463938975562,-0.3873045916641549,-0.4680780607415802,-0.5790306324367442,-3.098223136191028,0,1,0,0.009305141831270403,0.007827117412536166,-0.004183021756471783,-0.0027160740740741485
FOXA,0.00011014013889649709,7.192325797380606e-05,0.4509053722193525,0.3761587079513648,0.4796324875741165,-4.07007541998445,-1.5542042134078229,-27.300199718057833,0,1,0,-0.023586047867544035,-0.019202137359074056,-0.012465339766805306,-0.005880463708576866
FRC,0.00017519465856130856,2.236928700449579e-05,2.3419900924692376,0.9859195517051358,-0.006938488590859437,-0.06894393698433943,-0.5403864814301222,-4.427403288740223,0,1,0,-0.0005765419287067086,-0.0004801747663696343,-0.026529770222621818,-0.0008586669713139816
FRT,0.012587628525132179,0.003338223069528611,929.7263970597132,107.36080012452213,-204.97346953251747,-44.714128700882476,-868.1661822142838,-80.13835098513457,0,2,0,-0.205258627370276,-0.1134240447129069,-0.019501148461803175,-0.005943117109106999
FTI,0.00042246778488649856,0.0019192660302410796,0.38853930418930765,0.934052217214738,-2.64553487290099,-1.3099230940740418,-2.4508732892455884,-0.08963853523296694,0,1,2,-0.00803270357586272,-0.006304491218772301,0.011549598973371822,-0.04234119060838071
FTNT,0.000307765134478182,0.0010821380381830286,5.9556491303558605,1.4142214151601047,-2.6205557066960705,-4.924863409097549,-44.54804262354099,-3.774741119022802,0,1,0,0.02709514819970793,0.023208117556420493,-0.004844517979487262,-0.022100794636205734
FTV,2.8143395471163976e-05,9.957203766318579e-05,1.5297385107738122,2.046940423060335,-2.347450503018201,-1.8572657878677026,-45.32714203678607,-14.119038302499368,1,1,0,0.00781287499973815,0.014071431207600904,-0.0007978139715274501,-0.002406577814645372
G,0.0015595984310570459,0.00014069295373156368,1.8030175631458132,0.32758923142701885,-7.003488348645643,-9.787094522712987,-14.277180924331631,-41.360767771629426,5,0,0,-0.0068759123601201955,0.007981151715132473,0.039008490897664005,0.008213511293634346
GD,2.7533647149500812e-05,2.172022488840128e-05,1.847050638726946,2.397033516597537,-0.22766455584516865,-0.5549171034832652,-1.1841668679547213,-3.5953960816244424,0,1,0,0.007426836113724189,0.006235338941069424,0.004119904361104876,0.004295187220679342
GDDY,5.2806759039015346e-05,2.745872095646787e-05,0.1623603328610798,0.2788911890821765,-0.1311149588083791,0.5653893144844011,-1.3523636190644441,-1.932185632045044,0,1,0,0.016663113835234222,0.014121232164758801,0.013003900832148307,0.014175232324104003
GE,8.812944831429893e-05,0.00018267357661835281,0.68479374190446,0.5462409815921613,-1.0992129286586905,-3.842989271345351,-18.091391914573553,-15.697499035226222,0,0,1,-2.2875322314153124e-07,0.000781840631624231,-0.012316079370509714,-0.015619727822759777
GG,0.0004350053161656364,0.001734925850343492,1.6880221311406547,1.0093382821713452,-0.6111944708156034,-2.3438833634447276,-33.153557034392676,-8.434047709567071,1,0,1,3.466184749223444e-05,0.010998618927333892,0.043606799704360766,-0.04317548746518096
GGG,4.9910157030183305e-05,0.005633980178196479,118.25259352515127,72.81576966332084,-0.370715154675076,-1.9995782777209121,-275.68863584685806,-3.007943758905159,0,1,0,0.012097116817894493,0.010204374215833756,0.017537401422831778,0.10055922929454453
GGP,4.027676361464202e-05,0.0015134485069231906,0.4296880454665225,0.49100296875786076,0.011440668312038493,-2.451414092413284,-19.96249142342241,-1.1903442332923158,2,0,0,-0.0028975227968507378,0.03201154540440698,0.0,0.01901813272807895
GIB,0.00017799910283608538,0.0006864648435107724,3.921030966042086,2.6397146254097756,-3.831276184156571,-3.133346805823705,-45.6178297141698,-6.16471215305183,0,1,1,-0.006987474547689332,-0.005417876773205599,0.016324864301483277,0.03609344102307599
GIL,0.0007637569192926483,1.1045520303781628e-05,0.2017288293966521,0.08075018688256742,-2.5665725585351806,0.6897508978451874,-0.2393396440419575,-1.9242701565921791,0,1,0,0.016806733612393376,0.014245023726555672,0.03482049328980774,0.01292635547576304
