security,ARIMA_MSE_cumulative_return_test,ARIMA_MSE_cumulative_return_xval,ARIMA_MSE_price_test,ARIMA_MSE_price_xval,ARIMA_R2_cumulative_return_test,ARIMA_R2_cumulative_return_xval,ARIMA_R2_price_test,ARIMA_R2_price_xval,ARIMA_best_order_0,ARIMA_best_order_1,ARIMA_best_order_2,ARIMA_pred_cumulative_return_test,ARIMA_pred_cumulative_return_xval,cumulative_return_test,cumulative_return_xval
SNP,0.00019938506934791034,0.00027882252987494174,3.2974903215964453,0.6769658877679348,-0.6334023811120133,-2.329711757758717,-3.177956488974667,-0.17634979028912223,0,1,0,-0.0009020748521229027,-0.0007510515705766441,-0.0013680014243003802,-0.028950566249684728
SNPS,0.0016655960962573247,0.0006879568742444289,69.49226802422268,8.94639817880517,-116.78971905870365,-64.00651637597277,-900.8329437685493,-156.16728042606653,0,2,1,0.07837347021296925,0.05191715641916872,0.009076104036846555,0.005590455718050391
SNV,0.0005101995563435584,0.00032725090228499787,3.569419688402047,0.8309843265123568,-8.624876959823467,-2.4214853913959336,-35.98345491514069,-3.785238421390418,0,1,0,0.020217961220431846,0.017195968923185756,-0.01874851271378075,-0.01079556416813987
SNY,0.0007096240158563164,0.0007364978458154325,14.888441645062114,3.7845834115970725,-2.9094945175936093,-3.420268108878612,-37.29220258812795,-10.253401021618503,0,0,4,0.0025404030030531377,-0.008746687492004801,0.04445815880953896,0.0377155090623702
SO,0.00011638472301191652,3.5321047572542066e-05,0.06624684241923003,0.04590205942045847,-3.454058357307522,-0.5473302742645514,-0.060479729995740694,0.1818599245403496,1,0,0,-4.6392146697882275e-05,-0.002667670150321433,0.01790271422930423,-0.012958566140451655
SON,8.784586042397902e-05,6.536145524828987e-05,0.3232055810292283,0.06367366074234364,0.1816351975559558,-1.4999464134811444,-0.1181221791806466,0.12134153675360726,0,1,0,-0.004501617038308425,-0.003734536070129524,-0.011617397622381898,-0.01112160277506713
SPB,0.0011405518996331113,0.002993635427895482,730.2137396430528,69.23634466404062,-15.238075412500077,-1.9431110360081703,-626.05783674374,-2.234346946780561,2,2,0,0.054636349307333854,0.03285557096631875,0.010018701849126455,-0.09126631530389318
SPG,0.0019132136167635664,0.0007800569756487782,188.77533932546604,23.20219235360845,-21.70549706798397,-8.391828858932085,-80.70424458916547,-8.892989738370844,0,2,1,-0.09267141389677302,-0.04727503336283201,-0.023008618225946353,0.004463223228056146
SPGI,5.550206889030259e-05,0.00011831682434587904,2.1679903688390474,1.3626044233803445,-0.7232059044939569,-6.194715956648658,-2.6737081576820945,-3.505609039510362,0,1,1,0.01110483145443042,0.00934802345393182,0.014627622527868978,-0.001106068865820542
SPLK,0.0004554922160172531,8.0811857868014e-05,3.7315556706518214,0.5693714074488159,-1.8206190229568615,0.185013466009878,-4.481035189857833,-0.4084752494231163,0,1,0,0.011500812908707303,0.009695517130516196,0.03542280917911578,0.02458888095814804
SPLS,0.0011343484073497534,0.0009201769825016275,1.1238246483607879,0.16828739150405989,-14.095365860894676,-20.790094121717107,-159.2660295974339,-40.241294037754734,0,1,0,0.04446339899929397,0.03877698963265064,-0.023809523809523836,-0.0050864699898270915
SPR,0.000274308385961679,0.00017637599605219536,6.337996573392739,2.1178703289513092,-1.2018349085322142,-3.018458810158223,-16.901123419994803,-13.533590353031967,4,1,3,-0.0024845262855957007,-0.008297740244655794,0.012943143632655252,0.011627941888718185
SPY,1.097474188168828e-05,6.5602525701312005e-06,5.97244410212084,4.0928685683635635,-1.7318220313542456,-6.389177491393047,-25.140041378000138,-80.01109165830616,1,1,0,0.0014156824910001031,0.0028015551610656164,0.003773939177690977,0.0009222427048136694
SQ,0.005840799350260806,0.0005675968172289243,5.960961192492376,1.3088464158099637,-5.71666921278332,-1.8683126600796034,-19.513772622002957,-18.924091555127237,0,0,2,-1.713497922417595e-05,-0.01178126339935015,0.0782274574273818,0.03238199958188792
SRCL,0.0016103357132919835,0.0014577219379907635,107.98584625613059,15.33280835749953,-34.05369178112992,-42.598769070767524,-319.8766855342254,-59.881011448828396,2,2,0,0.06812810409784609,0.049410296997122405,-0.007126919365669782,-0.005991519691306402
SRE,0.0018492577276529815,0.00109004192215184,165.3409083812017,15.3989138369338,-287.9577989367419,-31.92201011757391,-2080.0906833424515,-35.032973705652886,1,2,0,0.07626398218011698,0.041967964290384074,-0.0004487076009460633,-0.012939019338623181
SSL,0.001457139419388731,0.00010728151980006255,0.5346969057492191,0.11895772846527687,-5.661088912147925,-0.4395697863814876,-1.5239025931499497,-0.6578181470567179,3,1,2,0.007817248664188536,-0.000610050507302784,-0.02120828980693168,0.0003222687617701059
SSNC,0.0014758860656264561,0.0016557164051640386,27.629913860180505,3.134842871244208,-13.239138826262685,-29.115636613122902,-198.76118338961604,-39.67712188252394,0,2,1,0.09458505904899672,0.060314846942867595,0.011771147324695974,-0.005341800356351456
ST,6.0302460290914575e-05,0.00020971656174127544,8.11740443010836,3.839318724821267,-0.09505071374526941,-0.23376903729626686,-92.33845677812198,-12.345251151931587,0,1,0,-0.002266666389868166,-0.0018846165392981673,0.001761424169027359,-0.0352455040166626
STE,5.561873876274062e-05,0.0005098180564523402,8.405198171841942,3.843561589166931,-0.8165748287100703,-4.057501850009772,-47.4676164108798,-6.296225035912147,3,1,2,0.015622166498892476,0.0016339652576919939,-0.0009301089309031729,0.0290496330190948
STI,0.008525031066733855,0.003427930273535667,138.54451841869806,15.073806353983914,-214.22434785436198,-104.42572067031283,-1039.826070602598,-140.7416071862653,3,2,0,0.13708498146200654,0.10793340163316123,-0.01759530761436423,-0.0006993705315504473
STLD,0.001030878502262173,5.076478951183023e-05,7.107270751541349,0.2999012687573659,-2.1277044458480843,0.24003270786235187,-15.938361337155055,-2.3997013573293886,0,1,0,0.018572550081943806,0.01577001452643123,-0.04372200112107627,0.017611447440836425
STM,0.0010370331998396391,0.000715125316331151,4.8893148919109874,2.059012614634011,-4.578171975257924,-1.0378986817451064,-98.96445475897511,-21.664563255411892,0,1,3,-0.018108114052506563,-0.018612148909926907,0.019728854483899827,0.0248601615910502
STO,0.0028436036454273722,0.000170848465449424,0.679759563633383,0.02084686663309503,-2.364937572145905,-2.2604316905193196,-1.9761827577133104,-0.42650013498152917,0,1,0,-0.006462512288416433,-0.005350846921259866,0.0687347281791526,-0.0227545495356557
STT,1.4992987593999665e-05,0.0014799055243750693,25.91772704704972,24.490518501540986,-0.22824067440126417,-4.743761224973745,-301.49033566317553,-13.62428850125132,0,1,1,-0.002202709545271353,-0.0018850900447899832,-0.011339186098581755,0.03386250184088935
STWD,0.00015996987466145336,2.3164021482106388e-05,0.41858539970094544,0.014193020609801725,-1.1840159596709245,0.054349048712670545,-10.553993352285575,-0.1274276922857105,0,0,4,-0.0001189565220583999,0.0028643872723759234,-0.018435251798561203,-0.007940008822232114
STX,0.00016062852981415314,0.024469860046828506,75.2278964448905,53.16570697787234,-1.2992030551285083,-5.515581897972897,-594.8698239770389,-4.54879414629008,0,1,2,0.025736565543449608,0.015843714192829594,-0.0007056692874932713,-0.1597703290346596
STZ,0.00024611561759429817,0.00014439022391623838,3.1623543198197335,9.328503101532416,-1.1915769178602535,-1.5360645762897804,0.0616555234412256,-4.535907350260564,0,1,0,0.019945194546206357,0.01695925116008512,0.029186504320537043,0.011823395246329804
SU,0.0002583003992131136,0.0001195657983638276,0.47048436715121383,0.2070344104529703,-0.15706326021355044,-0.04373778490621816,-1.176196059222545,-0.8625625643515722,0,0,2,-5.093011990364715e-06,0.001192508797751346,0.01446012164331223,0.009630850722311513
SUI,1.5911410559786794e-05,0.0007348655706105892,20.797413656927894,5.5151170711727255,0.6868234153538182,-14.582967552668105,-58.8230938618558,-15.30929930369663,0,1,2,0.02173406350159013,0.02425146653015897,0.013539591228970194,-0.015469969296173947
SWK,9.100486787768635e-05,7.86991979049521e-05,4.912732832744835,3.816126264898441,-1.2514493248847254,-5.758643151232139,-5.544198383024346,-16.494254644084915,0,1,0,0.01269044121686358,0.010711298697065885,0.013354909108856061,0.0008768174500188852
SWKS,5.948195847215047e-05,0.0013093696341158134,30.8027846487569,15.658084595913024,-0.5736174766975215,-2.9722729743351763,-78.20836329133782,-3.3918629282540467,0,1,0,0.018763346696037964,0.01593511832784289,0.011633648821847586,-0.032019250000000055
SYF,0.0014089116472746084,0.00994236710175895,23.257763379854588,12.818599929614692,-2.3458953957543125,-0.6645633324068225,-66.33649241607401,-0.8933791440398384,4,0,0,0.01812505901540562,-0.026768718680832637,-0.059706736742083266,-0.1463630665613772
SYK,0.0020075167976584753,0.0005486350497019879,149.9490240179871,7.408062284890427,-106.66659603446803,-77.47327322373297,-435.65827263305545,-56.63516596412184,2,2,0,0.06637309750201625,0.04313773024659051,-0.006410809484373781,0.004277616469580803
SYMC,0.000340396975440551,0.0010461216468098684,3.452887050438487,1.7667197119365667,-0.5354319644526218,-8.78340528588822,-14.286268783155696,-15.919030269242391,0,0,2,-5.898103489976325e-05,-0.023823949861682236,-0.014411058897243145,0.021120000000000028
SYT,2.2443127173431535e-06,2.6085746689036358e-05,0.44139158501104003,1.8249213528918489,0.794139011794669,-17.00087379548858,-3.7886421021173744,-147.78699672642557,0,1,0,0.010840500136256592,0.009132753780105807,0.009354182749250262,0.0023656037471657676
SYY,0.0009923130401556484,7.345553862676548e-05,2.5626393200638744,0.16697238488300178,-4.230213899735562,-3.4336923115913036,-3.8248377611710582,-2.5703106487228737,1,1,0,0.00600611077204638,0.007888061408162006,0.039690001890001936,-0.0048936946189780395
T,6.420885843011229e-05,0.00011344336898582635,0.9492097171784012,0.1793664864374631,-1.762791771390396,0.3074787623761752,-26.698285453214,0.313596984755354,1,1,1,-0.01025630585483095,-0.008589969878388337,0.001041588487417311,-0.02478713131665322
TAL,0.0012196787239489523,0.00012154963760525097,24.004247834098262,11.923951478178262,-0.8317413982283954,0.07167405594965015,-1.6337379413135382,-5.7679719725086045,0,1,0,0.028251456521916074,0.024227338021691525,0.0768840430236335,0.005151527301567871
TAP,0.000505623365984653,2.1276644833110466e-05,9.487869060546055,0.09148123796202588,-3.462049479864562,-0.17900541307288909,-9.135466245190452,0.4558607063221982,0,0,3,-7.748335099899695e-05,-0.005015441101605567,0.02860599657394647,-0.012018193494142015
TD,7.164777595641707e-05,0.0015913216911047788,7.881129627692968,4.004704876786517,-0.47851231528349136,-3.254775133250127,-74.93185705145473,-3.4144507577530394,0,0,0,-8.500422588042511e-12,-2.948619126641461e-11,0.00086432586137275,-0.057055857868020254
TDG,0.0010374298497488525,0.00025374056535273584,192.84902189261922,8.311550731880194,-1.685762344621054,-5.328099640612798,-7.142445500445801,-2.3656341937364567,0,1,1,0.036836326295889954,0.03258129128157283,-0.018051858049670133,0.010758746107577322
TEAM,0.0007934870860058235,0.0019404937934845608,9.632724251555112,1.8882246331125898,-1.957568721611235,-1.3825373384897275,-27.846091818738216,-1.1854737744290857,0,1,3,0.024804074567488232,0.010718359664221966,0.04676873715330898,0.07276631869818861
TECK,0.00023721766105127426,0.0037995597282341437,16.165941242395753,6.254938785905241,0.5543468425483336,-21.66226998596425,-79.28080309607985,-81.54042043769587,2,0,4,-0.06763549671304514,0.04741966402122144,-0.06889459800027775,-0.030103433678269065
TEF,0.0005317389558972279,0.002083237814442848,0.06727576177040069,0.04842248642698082,-0.4200573869612334,-14.482184860557224,-0.42718517912790444,-1.7305913398673338,1,0,2,-0.003310095599967755,0.02003419210279156,-0.02941176470588236,-0.016550522648083765
TEL,0.0014578377469234706,0.0004977669059745468,64.68040762817975,3.093666901572051,-41.97516287374374,-5.458175110867799,-337.3360361011845,-6.022856271233898,0,2,1,0.08427322239786883,0.04923328680466521,0.0186492740109232,0.0002646164091169023
TER,9.003100868438983e-05,0.004018618404263516,6.33759697384918,7.813380952356872,-11.414954660796953,-3.0191662579251464,-695.5953562735856,-5.938319140186441,4,1,1,0.0202283729218371,-0.007809342767041816,0.006211208707578075,0.06823590380703504
TEVA,0.000757836494487688,0.001208312033003175,0.38437628532835927,0.3114534015192497,-3.3174680784464083,-5.6459929522500385,-1.3204264689697829,-0.8105111012204085,0,1,0,-0.014590176801300148,-0.011983637267790725,0.04166670057508792,0.043888198959687985
TFX,0.0073633813141490145,5.526035983161796e-05,402.98796231606997,0.9811101077641426,-10.095886997887646,0.7846272463237923,-12.83990592323326,0.9061028381149883,2,2,2,0.04854070308650438,0.0377749953080484,-0.07442591266326481,0.042467749616435846
TGNA,0.0017974862416441709,0.00014551782043649482,1.9608555221085824,0.11999743962234753,-0.08481897072092992,-0.9248761917364983,-0.8889286688137483,-1.4258141162899984,2,0,1,-0.004421645813254438,0.009774270392458595,-0.07670794739480835,-0.01407353401094602
TGT,0.00028716760774291335,0.0007586659730197116,12.810430757812599,5.902099935426162,-0.9966163839992732,-19.80920395488689,-26.08990839306852,-52.225574113835926,3,0,0,-0.01861726929924723,-0.006436171234207255,-0.02232296825950475,0.01831365300766441
TI,0.005070219734150168,0.00011614660068488807,0.715889274892466,0.02634403513873873,-6.102118824743321,-0.4419491890560585,-11.297915604308912,-2.9582022746017875,0,1,0,-0.010592687204383444,-0.008734715444315588,0.06976744186046524,0.004400440044004528
TIF,0.00011305020783658038,2.31465186423594e-05,2.6888994296560407,0.27543865477522683,-1.4814708662101452,0.493489847627423,-5.947574596169401,0.30055971297980033,0,1,0,-0.012640065544983092,-0.010401907218107298,-0.0016274384643036877,-0.008187029878551688
TJX,0.00010996057266367798,3.578897548407529e-05,1.232884083094151,0.20726615285456806,-0.0936414009552815,-0.057909061203482715,-0.9735054003066466,0.004902295453923622,0,1,0,-0.0003817348494696837,-0.0003179908151091926,0.00818975605132044,0.0016502331338066334
TKC,0.00017647180805839538,0.00027630256107277204,0.06299457015402285,0.08299759437067282,-1.4058966074313384,-5.296115676744599,-11.466615256652366,-23.311744486120674,0,0,4,0.0,0.005059130773523268,-0.009638554216867434,-0.00793650793650802
TLK,0.00032675681825181926,0.0003788293380152695,4.742396410904901,3.6803139532024383,-12.742559393172094,-8.170557697421232,-191.37827322444727,-85.87431971730533,2,0,2,-0.009963762945426113,-0.007296567985697222,0.013696014978849647,0.008814476860097287
TLLP,0.0013877086798688566,0.00022573604072320146,5.450743156679157,0.16528531292747364,-4.65330212776564,-15.871146056697864,-6.539455223066853,-3.15085760335975,1,2,0,-0.007627917937477968,0.012139149576672725,-0.03187763036668512,-0.007207242811775427
TM,0.003289733616448141,0.000584742839061112,102.46459928008123,4.15201971826978,-16.723253114349085,-16.65631133513722,-45.57362943189885,-9.606585033294902,4,2,1,0.08199849878235255,0.041057129297604744,-0.018646155452021085,0.004782900986176397
TMK,9.781696443360798e-05,3.176558022045364e-05,1.6183378972290814,0.21557447261910193,-1.810186877263432,-1.7678954350175036,-6.866173281239225,-2.146070341073714,0,1,0,0.002199911738294258,0.001837301741809183,-0.01690940492622539,-0.006600168497483017
TMO,0.000588600476865136,0.0008280423608533403,8.198921399957177,25.782994826111366,-13.075036928695761,-1.2049062258371697,-5.920128760615605,-1.7221700391994785,0,2,1,0.06326837468771562,0.037921538428773216,0.015981391920925958,0.053145281193190286
TMUS,4.274790571243681e-05,4.843865268886919e-05,1.243919092390189,1.8307796399861669,-0.24194208496900016,-0.19512040657204643,-7.462281684609087,-8.958192260927687,0,1,0,0.008509628955877702,0.007152220089257977,0.007039020873420565,-0.006087542868226881
TOL,0.0007562137974806293,0.0002935390765729971,1.4858959293099534,0.15149828002564406,-3.468019342336939,-3.7442652364703797,-5.762859116492022,-0.9287639073067184,0,1,0,-0.0037994939282880447,-0.003154260195619263,0.03524840508599514,0.011787762790127276
TOT,0.0016926859547072392,0.0013062272466891518,1.7224742223680007,0.7271559738454655,-11.705695749764082,-18.745181750106187,-3.990444077955436,-3.029302950670883,4,0,1,-0.030707681490862115,0.020610338097967862,0.01905691477183047,-0.02469846831322986
TRGP,0.003660515253334236,8.647677790935931e-05,5.31172772715332,1.5479465036907254,-2.23424987483431,-0.8893246966224695,-0.5514642605222129,-9.762429469231968,1,2,0,-0.05904066383732831,-0.010357190965402663,-0.07472729090909103,-0.005646940455664828
TRI,3.5903173594442984e-05,0.001251327554471518,1.4854742025852823,1.492246578043754,-0.009506573178537314,-2.0821651887184283,-20.283056276001197,-0.9943607470647942,0,0,2,-7.724079479909385e-06,-0.0048569740362653935,-0.006094808263991225,0.03796880969019334
TRIP,0.0011557206120650935,0.001032709998766396,9.415228923528714,2.7777885309040933,-1.8556554715693512,-2.6697005941271237,-10.432419742500775,-4.180633801930032,0,1,0,0.00161209036152421,0.0013455777046755824,0.011527377266074446,0.05612819903192667
TRMB,2.2561843706484458e-05,0.004115620614525344,12.43858582029844,6.718130586784722,-0.4753626966166251,-0.6928124759685517,-640.4329229302689,-1.5778910303467115,0,1,0,0.003521612438383004,0.002945048601503464,0.0011233080279891006,0.10079409891300561
TROW,0.0002808562539697819,1.6021762715355363e-05,10.991321004515978,6.968544881799821,-11.416957501492789,0.7524698496645711,-93.1036675286145,-21.231373163872462,0,1,3,0.020896119652260348,0.020088632322409206,-0.0084887418802011,0.025722102355056897
TRP,0.00013107031343020164,0.00031627850926853026,1.4119880461039263,0.4927547763998888,-0.28006825763013943,-5.635228735386715,-5.3393210302903205,-3.6186084302443637,0,1,2,0.006348020430705592,0.005725297275780639,-0.0075042454439159245,-0.009511730934015361
TRQ,0.00043984590469780833,0.0005990107224534052,0.007305115940200412,0.005626903721120713,-3.7297523569149273,-17.190649932144233,-10.185958783431865,-21.76050943374679,0,1,0,-0.04732466650421363,-0.037655201876370836,-0.007547169811320753,0.007299270072992581
TRU,0.00036543947597176315,0.000551216376732325,0.11939820884309489,0.3032011455914408,-1.04467825612771,-2.0116907155003965,0.5810051253810119,-0.10041288527118497,0,1,0,0.017204645535251917,0.014588189282089603,0.0380666416228399,0.034278402945319586
TRV,1.0665135749299519e-05,5.9606791867702085e-05,0.15053400276932924,0.5347262768685455,-0.02579504662144294,-1.4601454495932376,0.00797397527633148,-0.49944920835314854,0,0,3,-9.973890487524617e-05,-0.0077027351981698855,-0.0022348895329009633,-0.007912949225189592
TS,0.00016544479758092448,0.000841481690459327,0.5303876123656217,0.3915295638265373,-0.6474857330741572,-0.6926430714207066,-4.495896325640643,0.26706171824758673,0,1,0,-0.01419781263590969,-0.01166588026708748,0.0009677741935485429,-0.049115285207909753
TSCO,0.00017578332103266713,0.0010085058306221525,7.410060133247667,5.918568881962673,-0.4255451227083289,-0.867332421848702,-14.334739295717021,-1.596975854027479,0,1,0,-0.01243113313879729,-0.010232081502090207,-0.037380192887546126,-0.03571428626407458
TSLA,0.0018807234423277427,0.00022505012969707615,200.56206401714897,36.057204803469006,-0.8551571311809354,0.06525581326655683,-1.045163104335801,-0.5209934322943368,4,2,1,-0.0291846309356536,-0.004134093167006081,0.03884000201671922,0.01625292665070166
TSM,0.0007638578670338158,0.0002023727791790142,6.880407974599059,0.6033017191930451,-1.9362919479494112,-0.9966193475481797,-21.493957659655507,-4.4426367822686235,0,1,0,-0.006677479584884072,-0.005527655490276118,0.03703703595692498,0.026005442999697648
TSN,0.0037780724529098675,0.000658611000267526,52.28125347218999,3.5227352708954265,-1.6949000584142264,-6.670305610295963,-8.501150439507953,-8.671672436905384,0,1,2,0.01565126256567395,0.015210439038963353,-0.07342382846212836,-0.029325903392871333
TSO,0.001145227902003026,9.181179654960032e-05,7.8386634904505,0.17803824804246593,-1.9306419685904683,-1.0705376716788222,-2.1690080173851056,0.3828631428180287,0,1,0,-0.0066732250933011494,-0.005524156965936444,0.02853197658451445,-0.013761479605183258
TSRO,0.0010354224243946156,0.004588085901105792,195.0476058138917,129.4783883302302,-1.5714848259939593,-7.243118104096716,-23.43093221339074,-11.137634989345605,0,1,0,-0.04542643475725472,-0.03621045060516492,0.01363538120354213,0.034960971757281634
TSS,2.1326652551013752e-05,0.0027643413582235325,11.683090412868381,10.623278290026564,0.21329492799488214,-4.030790329357078,-129.3500808263474,-5.554559088360449,0,1,0,0.006638397743677693,0.005568967156070803,0.007826104347826046,0.05781623903855215
TSU,0.00015820342292436514,0.0001271511106804949,0.06478570489066865,0.01767687597266564,-0.17656357384256793,-0.4589688494523574,-0.8634022794614293,0.26037639440411686,1,0,0,-0.001131589188894222,-0.010308069351503857,0.005597014925373456,-0.010869565873766085
TTC,0.00015878116508851145,2.5916968551417946e-05,0.828447253816141,0.38981515058185745,-1.5715758467430998,0.060405727918344865,-2.161086278412164,-2.3656179970054887,0,1,0,0.013348083610946748,0.01127388806223717,0.023177313179514547,0.0057097991183732155
TTM,0.0011062560983475698,0.00046457141760894313,0.37871048984537004,1.7534987868329195,-1.9015135618158925,-3.235058641672703,0.1750696402605879,-12.306238229000686,0,1,2,-0.017987806427522846,-0.009906507402421494,-0.03602305371691483,0.00432778418926727
TTWO,0.0008798471767967558,2.3778814905299546e-05,2.8109489835028136,0.23894566595501762,-0.004700219101253067,0.7220890902377536,0.21610486665342354,0.288049646634827,0,1,1,0.020554954966087058,0.01747915286695645,0.0718861362123413,0.023311431848771713
TU,5.422997302677399e-05,2.1952395177988964e-05,0.06578321433431902,0.02525849776005543,0.10614369535092638,-0.5255934605475572,0.0013057591308131,-0.6099422061894477,0,1,0,0.007317429375571338,0.006142807486777757,0.014263944938878836,0.006359781950332932
TV,8.078734196589088e-05,0.0025883554086860556,1.5669888545824064,1.339086346623625,-0.1337842746248834,-3.705320133590619,-35.517737718634905,-2.6177110159974566,0,0,1,-1.3625951511553325e-06,0.0038617404265908206,0.007334881526695813,-0.04317659818131858
TWTR,4.4798588379306763e-05,0.022252177893609993,14.586876642087706,4.712545130754403,-0.031018235790932547,-2.609637789563671,-972.5102311615697,-2.556957558036814,0,1,2,-0.0043663009922372265,0.001703905685434881,-0.009693107162089376,0.2442019099590722
TWX,0.0001063345528116675,0.00010222731016480277,8.566873030009772,1.178691976729057,-9.948990859362706,-4.528553291835166,-88.91104149705384,-5.369385269399048,0,1,2,0.008622155218916738,0.007256542054665305,-0.0021202119499179606,-0.007097151068600982
TXN,3.040754167240489e-05,0.000531769417242831,0.2741090391101697,1.2024376875399014,-0.0013782584773518458,-2.550159956809392,-0.4186035852689498,-0.19818931841213305,0,0,2,-2.04606853559941e-06,-0.001873125212123794,0.00789776888170124,-0.031792548560612754
TXT,0.00046690649791097813,0.00020984204891753646,0.5837378975946901,0.4930145799691248,-0.8307085953444313,-0.67947568149261,-0.07092585892166348,-0.7839842895749811,0,0,1,-1.215913898788834e-06,0.0007850063540080221,0.05061648280337461,-0.02721664952618852
TYL,0.001503030892351738,0.00022094021585277674,113.97857384512318,5.244530587027028,-133.91236582605836,-0.6303700403380224,-370.5394106327244,-0.4777465558530547,0,2,1,0.0708321069052591,0.044419429685402134,0.006508388495740869,0.02582953067009175
UAL,0.0012935142719390398,0.0003339135824749081,39.7671552968448,2.6985392048667194,-1.458455417756951,-0.04414804807956907,-12.724318433202654,-0.6753559993018765,0,0,0,-5.36236610670926e-11,-6.388389817146845e-11,0.04244713707650094,0.04184868195225211
UBS,9.543689441250681e-05,0.001383979138960539,3.0531732507627383,1.2139110756753109,-0.6191486572265561,-5.598765976227309,-182.49350453810354,-21.4727011611906,0,0,2,-2.2729603894267036e-05,-0.019450109076031064,-0.006046865304121796,0.040312868104681376
UDR,0.00016636626132113917,4.517195282307136e-05,2.4026555538553325,1.5108275978168992,-2.953147956850395,-0.455506293611895,-40.233481937130975,-34.444534554410836,1,0,0,0.00024651460415792137,0.002164106126997911,0.010749852479168487,0.009983782785111028
UGI,0.0001840365802035237,9.849068111352181e-05,0.4260526541628124,0.24851638938178325,-1.8473599120808775,-0.02445329977700572,-1.7896532659989361,-0.048186663370473726,1,0,0,5.694853775883857e-06,0.0007395977248263463,0.010903064988622146,-0.018727345952476826
UGP,0.0014538374739865023,0.0002379421010765089,2.225076032578619,0.15846530496597197,-4.162332320382126,-0.6490105705314435,-14.373470361447762,-1.1350115938529246,0,1,1,-0.011196175274158504,-0.008535112864706762,0.049404543449492744,0.006613756613756516
UHAL,0.004451060995934383,0.0007222926059355562,2130.459130739756,199.11725331282807,-55.88502492183963,-17.64880579527662,-191.18009276402674,-36.40110476688419,0,2,1,0.08748829425109905,0.049004087411777864,-0.02409672461365653,0.008442360080916922
UHS,7.588813394519187e-05,0.00040502339001110735,43.58738373901573,11.034267366322423,-0.8793186559218773,-0.409908634928859,-69.53062728090177,-1.6053971046901396,0,1,1,-0.017712683119040618,-0.014009489452049939,-0.0071133862025170025,0.024542942258984457
UL,0.00013994736395608223,4.7491373559693734e-05,0.3160415253260039,0.10644147821353855,-0.6353152115847305,-1.5836614063386332,-0.3967439290519055,-1.2168281003340922,0,1,0,0.007777256311729319,0.006531846840710953,0.027032342552794297,0.006020529378091721
ULTA,0.0007470303267232018,0.0004745413281523039,446.25593055229655,37.0367324659724,-4.010672691105151,-2.299471025227212,-34.503263173701306,-2.3323040893655365,0,1,0,-0.005607773907808311,-0.004647085069735324,0.03289027239755504,0.0381308909720095
ULTI,0.0008219991097087444,0.0034380849846120144,605.0990171344441,193.93373376384406,-5.100624533401722,-11.230244100313186,-104.63168110826112,-14.508775757621343,2,2,0,0.07674247887366437,0.052015720624030815,0.01556812633427307,-0.027689521071745937
UMC,0.0003438593217008242,1.0708679701670707e-05,0.007552209573345166,0.00030440399199073686,-2.1757326036057854,0.5558896354123164,-16.791262937207442,-2.4245449098957836,1,0,0,0.003569718544854661,0.009680535572527127,0.025252525252525082,0.015625
UN,0.00012708408806943097,9.038603333845999e-05,0.1308570282197628,0.24802457238257034,-0.4909528738521882,-2.4203915900812456,0.44087722147979747,-2.460497596714884,0,1,0,0.011679755214865084,0.009848153270669346,0.029007556144749813,0.006099868080082338
UNH,2.9180121953452635e-05,3.924105173556156e-05,10.11338063892062,0.5853310561236839,-1.4075968296733392,-13.101303267594997,-27.029378045688993,-5.9441975449711295,0,1,2,0.012616005250200901,0.012877362479496002,0.004520772178308929,0.0005746150541388051
UNM,1.3622390285233787e-05,2.1659630431893708e-05,0.3325852391006419,0.07210581151634554,0.061126515311990426,0.1792497802724995,-9.591983937009527,-0.2400638976616476,0,0,3,-0.0007727075994922172,-0.01724127033945322,-0.006878740326741295,-0.010864933958244505
UNP,0.00020253452137841793,0.00011095561152315042,2.3315463006871475,3.0980541124120315,-9.736881237462145,-0.11083305413205369,-9.05348708941192,-1.5410965541361636,0,1,0,0.011520246358377229,0.009712090979385302,-0.007034623206203738,0.00552129782255717
UPS,0.000175468261765111,4.8883112143236896e-05,1.85735908136659,0.6635573630483914,-0.9724630445349705,-0.10826746061556647,-0.8407244815437491,-0.326068310870967,0,1,0,0.0024237113100475938,0.0020246667539602914,-0.022086167061218687,-0.004098386859166969
URI,0.0031483005196591076,0.000270856041713158,21.32450568140012,2.793790290596373,-3.9805228023289008,0.13259715609559652,-1.908347805393368,0.3030264849055805,0,1,0,-0.02938795381938819,-0.023790798400616042,0.06248842328194315,-0.04130626545526228
USB,0.00606883967771048,0.002641988013362078,74.82516783421623,7.4778171664758055,-249.99257280503744,-76.21025676452308,-1134.2605210772467,-79.41619678989228,2,2,0,0.12010261075897666,0.07690551438060478,-0.010917448973710941,-0.010742393808893302
USFD,0.00016575988290983912,0.000324506123697498,0.9876252560442405,0.41326429065021,-0.4305056970610275,-3.444690590441807,-9.619625430263927,-6.350561955075432,1,0,0,-3.466422632714128e-06,-0.000282619761432068,0.0021178609248146962,0.02090090090090091
UTHR,0.008136390647013029,0.0022984657671043297,716.2006472644183,62.680319218477905,-148.506489008986,-8.4465354556734,-880.8706389520381,-16.381975687126108,0,2,1,0.16605660362194952,0.08693311533039805,0.0005730107867383261,-0.004189214788717255
